year,round,draw_date,1st_winners,1st_prize,2nd_winners,2nd_prize,3rd_winners,3rd_prize,4th_winners,4th_prize,5th_winners,5th_prize,num1,num2,num3,num4,num5,num6,bonus
2022,1015,2022.05.14,8,"3,051,105,610원",102,"39,883,734원","2,880","1,412,549원","144,321","50,000원","2,304,033","5,000원",14,23,31,33,37,40,44
2022,1014,2022.05.07,10,"2,410,449,338원",69,"58,223,414원","2,849","1,410,115원","143,906","50,000원","2,372,712","5,000원",3,11,14,18,26,27,21
2022,1013,2022.04.30,5,"5,047,570,725원",79,"53,244,417원","2,586","1,626,570원","128,697","50,000원","2,157,701","5,000원",21,22,26,34,36,41,32
2022,1012,2022.04.23,13,"1,861,944,318원",76,"53,081,746원","2,882","1,399,797원","141,514","50,000원","2,324,952","5,000원",5,11,18,20,35,45,3
2022,1011,2022.04.16,11,"2,220,348,512원",76,"53,561,039원","2,818","1,444,514원","137,485","50,000원","2,292,065","5,000원",1,9,12,26,35,38,42
2022,1010,2022.04.09,8,"3,119,380,079원",66,"63,017,780원","2,781","1,495,568원","136,828","50,000원","2,278,193","5,000원",9,12,15,25,34,36,3
2022,1009,2022.04.02,15,"1,702,462,825원",69,"61,683,436원","2,632","1,617,081원","133,476","50,000원","2,232,525","5,000원",15,23,29,34,40,44,20
2022,1008,2022.03.26,11,"2,267,377,910원",97,"42,854,222원","2,826","1,470,935원","141,072","50,000원","2,311,009","5,000원",9,11,30,31,41,44,33
2022,1007,2022.03.19,9,"2,718,786,375원",70,"58,259,709원","2,844","1,433,960원","137,134","50,000원","2,256,573","5,000원",8,11,16,19,21,25,40
2022,1006,2022.03.12,9,"2,855,602,125원",65,"65,898,511원","2,487","1,722,318원","131,234","50,000원","2,288,458","5,000원",8,11,15,16,17,37,36
2022,1005,2022.03.05,12,"2,061,199,344원",84,"49,076,175원","2,798","1,473,338원","143,067","50,000원","2,349,017","5,000원",8,13,18,24,27,29,17
2022,1004,2022.02.26,10,"2,576,251,913원",68,"63,143,430원","2,785","1,541,743원","140,047","50,000원","2,340,772","5,000원",7,15,30,37,39,44,18
2022,1003,2022.02.19,14,"1,811,116,822원",66,"64,029,383원","2,649","1,595,297원","133,896","50,000원","2,247,475","5,000원",1,4,29,39,43,45,31
2022,1002,2022.02.12,8,"3,088,449,563원",85,"48,446,268원","3,193","1,289,676원","155,418","50,000원","2,436,676","5,000원",17,25,33,35,38,45,15
2022,1001,2022.02.05,12,"2,077,279,594원",66,"62,947,867원","2,761","1,504,730원","140,255","50,000원","2,346,904","5,000원",6,10,12,14,20,42,15
2022,1000,2022.01.29,22,"1,246,819,620원",109,"41,941,945원","4,018","1,137,798원","180,052","50,000원","2,747,686","5,000원",2,8,19,22,32,42,39
2022,999,2022.01.22,16,"1,513,274,790원",67,"60,229,843원","2,943","1,371,186원","143,217","50,000원","2,369,326","5,000원",1,3,9,14,18,28,34
2022,998,2022.01.15,12,"2,076,499,657원",53,"78,358,478원","2,648","1,568,354원","129,576","50,000원","2,227,628","5,000원",13,17,18,20,42,45,41
2022,997,2022.01.08,19,"1,253,749,560원",85,"46,708,317원","3,692","1,075,354원","155,887","50,000원","2,331,995","5,000원",4,7,14,16,24,44,20
2022,996,2022.01.01,18,"1,491,185,771원",86,"52,018,109원","3,313","1,350,305원","155,856","50,000원","2,546,181","5,000원",6,11,15,24,32,39,28
2021,995,2021.12.25,7,"3,447,271,875원",69,"58,287,206원","2,793","1,439,964원","138,372","50,000원","2,269,218","5,000원",1,4,13,29,38,39,7
2021,994,2021.12.18,12,"1,861,582,063원",70,"53,188,059원","2,803","1,328,279원","137,937","50,000원","2,216,661","5,000원",1,3,8,24,27,35,28
2021,993,2021.12.11,6,"3,991,197,063원",70,"57,017,101원","2,732","1,460,907원","132,583","50,000원","2,220,620","5,000원",6,14,16,18,24,42,44
2021,992,2021.12.04,12,"1,986,955,563원",58,"68,515,710원","2,373","1,674,636원","124,311","50,000원","2,105,282","5,000원",12,20,26,33,44,45,24
2021,991,2021.11.27,8,"2,904,166,032원",110,"35,202,013원","2,969","1,304,218원","138,068","50,000원","2,226,394","5,000원",13,18,25,31,33,44,38
2021,990,2021.11.20,14,"1,740,095,277원",56,"72,503,970원","2,858","1,420,652원","129,113","50,000원","2,169,219","5,000원",2,4,25,26,36,37,28
2021,989,2021.11.13,4,"5,826,768,563원",63,"61,658,927원","2,444","1,589,408원","127,891","50,000원","2,158,436","5,000원",17,18,21,27,29,33,26
2021,988,2021.11.06,9,"2,678,489,375원",61,"65,864,493원","2,663","1,508,725원","129,322","50,000원","2,139,025","5,000원",2,13,20,30,31,41,27
2021,987,2021.10.30,10,"2,378,711,625원",73,"54,308,485원","2,968","1,335,755원","140,004","50,000원","2,283,682","5,000원",2,4,15,23,29,38,7
2021,986,2021.10.23,10,"2,375,275,125원",70,"56,554,170원","2,793","1,417,398원","133,889","50,000원","2,231,167","5,000원",7,10,16,28,41,42,40
2021,985,2021.10.16,10,"2,434,752,975원",62,"65,450,349원","2,581","1,572,229원","126,523","50,000원","2,123,240","5,000원",17,21,23,30,34,44,19
2021,984,2021.10.09,7,"3,453,006,268원",64,"62,945,427원","2,596","1,551,814원","128,129","50,000원","2,149,335","5,000원",3,10,23,35,36,37,18
2021,983,2021.10.02,10,"2,503,422,225원",78,"53,491,928원","2,640","1,580,444원","131,780","50,000원","2,196,308","5,000원",13,23,26,31,35,43,15
2021,982,2021.09.25,8,"3,023,630,672원",81,"49,771,699원","2,931","1,375,472원","139,208","50,000원","2,291,933","5,000원",5,7,13,20,21,44,33
2021,981,2021.09.18,13,"1,992,863,193원",65,"66,428,774원","2,824","1,528,991원","136,630","50,000원","2,289,650","5,000원",27,36,37,41,43,45,32
2021,980,2021.09.11,7,"3,409,443,215원",70,"56,824,054원","2,819","1,411,027원","135,751","50,000원","2,237,534","5,000원",3,13,16,23,24,35,14
2021,979,2021.09.04,14,"1,606,400,518원",79,"47,446,429원","3,414","1,097,911원","154,980","50,000원","2,403,760","5,000원",7,11,16,21,27,33,24
2021,978,2021.08.28,10,"2,373,391,388원",70,"56,509,319원","2,826","1,399,736원","133,915","50,000원","2,217,326","5,000원",1,7,15,32,34,42,8
2021,977,2021.08.21,14,"1,669,905,911원",82,"47,517,648원","2,474","1,574,959원","125,781","50,000원","2,097,459","5,000원",2,9,10,14,22,44,16
2021,976,2021.08.14,7,"3,243,867,215원",69,"54,847,997원","3,085","1,226,747원","142,375","50,000원","2,270,249","5,000원",4,12,14,25,35,37,2
2021,975,2021.08.07,9,"2,440,410,375원",61,"60,010,092원","2,828","1,294,419원","135,604","50,000원","2,212,347","5,000원",7,8,9,17,22,24,5
2021,974,2021.07.31,17,"1,317,034,523원",66,"56,539,361원","2,636","1,415,629원","129,473","50,000원","2,149,319","5,000원",1,2,11,16,39,44,32
2021,973,2021.07.24,8,"2,912,742,750원",42,"92,468,024원","2,257","1,720,717원","117,757","50,000원","2,003,966","5,000원",22,26,31,37,41,42,24
2021,972,2021.07.17,20,"1,124,886,244원",80,"46,870,261원","2,570","1,458,997원","126,989","50,000원","2,122,398","5,000원",3,6,17,23,37,39,26
2021,971,2021.07.10,6,"3,725,880,250원",62,"60,094,843원","2,685","1,387,665원","131,409","50,000원","2,171,694","5,000원",2,6,17,18,21,26,7
2021,970,2021.07.03,14,"1,611,544,045원",87,"43,221,488원","2,479","1,516,850원","124,923","50,000원","2,061,176","5,000원",9,11,16,21,28,36,5
2021,969,2021.06.26,20,"1,149,427,894원",56,"68,418,328원","2,633","1,455,157원","133,079","50,000원","2,211,803","5,000원",3,9,10,29,40,45,7
2021,968,2021.06.19,13,"1,667,729,683원",97,"37,251,694원","3,116","1,159,633원","148,150","50,000원","2,329,460","5,000원",2,5,12,14,24,39,33
2021,967,2021.06.12,4,"5,809,776,094원",69,"56,133,103원","2,475","1,564,923원","121,200","50,000원","2,042,462","5,000원",1,6,13,37,38,40,9
2021,966,2021.06.05,10,"2,411,303,513원",50,"80,376,784원","2,352","1,708,691원","115,370","50,000원","1,980,202","5,000원",1,21,25,29,34,37,36
2021,965,2021.05.29,7,"3,403,348,929원",46,"86,316,821원","2,389","1,662,024원","122,129","50,000원","2,043,257","5,000원",2,13,25,28,29,36,34
2021,964,2021.05.22,10,"2,345,861,063원",52,"75,187,855원","2,447","1,597,781원","123,780","50,000원","2,061,560","5,000원",6,21,36,38,39,43,30
2021,963,2021.05.15,15,"1,476,478,125원",68,"54,282,285원","3,137","1,176,665원","141,987","50,000원","2,219,439","5,000원",6,12,19,23,34,42,35
2021,962,2021.05.08,12,"1,940,906,094원",73,"53,175,510원","2,581","1,503,996원","126,528","50,000원","2,119,457","5,000원",1,18,28,31,34,43,40
2021,961,2021.05.01,9,"2,575,231,209원",73,"52,915,710원","2,716","1,422,256원","133,764","50,000원","2,197,136","5,000원",11,20,29,31,33,42,43
2021,960,2021.04.24,10,"2,401,133,213원",56,"71,462,298원","2,569","1,557,762원","129,546","50,000원","2,180,006","5,000원",2,18,24,30,32,45,14
2021,959,2021.04.17,8,"3,015,312,891원",75,"53,605,563원","2,502","1,606,882원","123,802","50,000원","2,072,896","5,000원",1,14,15,24,40,41,35
2021,958,2021.04.10,15,"1,596,119,675원",67,"59,556,705원","2,470","1,615,506원","131,097","50,000원","2,168,146","5,000원",2,9,10,16,35,37,1
2021,957,2021.04.03,11,"2,126,634,137원",61,"63,915,234원","2,835","1,375,249원","129,545","50,000원","2,131,893","5,000원",4,15,24,35,36,40,1
2021,956,2021.03.27,11,"2,022,982,671원",136,"27,270,600원","3,053","1,214,806원","144,650","50,000원","2,325,943","5,000원",10,11,20,21,25,41,40
2021,955,2021.03.20,12,"2,023,170,188원",71,"56,990,710원","2,650","1,526,921원","130,744","50,000원","2,196,889","5,000원",4,9,23,26,29,33,8
2021,954,2021.03.13,10,"2,478,795,900원",64,"64,551,977원","2,657","1,554,884원","132,057","50,000원","2,214,839","5,000원",1,9,26,28,30,41,32
2021,953,2021.03.06,14,"1,640,636,009원",102,"37,530,890원","3,273","1,169,616원","146,120","50,000원","2,331,848","5,000원",7,9,22,27,37,42,34
2021,952,2021.02.27,9,"2,713,699,834원",93,"43,769,353원","3,039","1,339,438원","141,776","50,000원","2,304,925","5,000원",4,12,22,24,33,41,38
2021,951,2021.02.20,14,"1,747,552,661원",72,"56,633,652원","2,907","1,402,692원","142,335","50,000원","2,346,154","5,000원",2,12,30,31,39,43,38
2021,950,2021.02.13,8,"3,281,920,500원",67,"65,311,851원","2,886","1,516,249원","146,270","50,000원","2,422,941","5,000원",3,4,15,22,28,40,10
2021,949,2021.02.06,10,"2,458,569,713원",65,"63,040,250원","2,594","1,579,652원","130,363","50,000원","2,192,075","5,000원",14,21,35,36,40,44,30
2021,948,2021.01.30,11,"2,188,548,716원",90,"44,581,548원","2,905","1,381,184원","137,929","50,000원","2,252,913","5,000원",13,18,30,31,38,41,5
2021,947,2021.01.23,18,"1,275,855,750원",58,"65,992,539원","3,182","1,202,881원","146,908","50,000원","2,351,804","5,000원",3,8,17,20,27,35,26
2021,946,2021.01.16,11,"2,157,656,182원",71,"55,714,127원","2,949","1,341,371원","138,433","50,000원","2,224,563","5,000원",9,18,19,30,34,40,20
2021,945,2021.01.09,13,"1,765,554,491원",71,"53,878,424원","2,490","1,536,293원","124,224","50,000원","2,120,882","5,000원",9,10,15,30,33,37,26
2021,944,2021.01.02,13,"1,961,836,356원",79,"53,805,639원","3,057","1,390,464원","147,665","50,000원","2,440,455","5,000원",2,13,16,19,32,33,42
2020,943,2020.12.26,7,"3,435,045,108원",74,"54,156,117원","2,722","1,472,283원","135,763","50,000원","2,238,429","5,000원",1,8,13,36,44,45,39
2020,942,2020.12.19,6,"3,761,680,313원",52,"72,340,007원","2,473","1,521,101원","120,907","50,000원","2,045,438","5,000원",10,12,18,35,42,43,39
2020,941,2020.12.12,16,"1,347,297,422원",87,"41,296,473원","3,275","1,097,037원","145,544","50,000원","2,282,851","5,000원",12,14,25,27,39,40,35
2020,940,2020.12.05,8,"2,846,071,079원",51,"74,407,088원","2,329","1,629,353원","123,292","50,000원","2,087,480","5,000원",3,15,20,22,24,41,11
2020,939,2020.11.28,13,"1,708,363,039원",67,"55,245,571원","2,682","1,380,110원","128,408","50,000원","2,127,595","5,000원",4,11,28,39,42,45,6
2020,938,2020.11.21,10,"2,249,466,563원",64,"58,579,859원","2,531","1,481,277원","124,971","50,000원","2,096,955","5,000원",4,8,10,16,31,36,9
2020,937,2020.11.14,11,"2,058,420,819원",57,"66,206,518원","2,480","1,521,683원","124,141","50,000원","2,092,601","5,000원",2,10,13,22,29,40,26
2020,936,2020.11.07,14,"1,492,069,179원",77,"45,214,218원","2,864","1,215,606원","140,160","50,000원","2,252,623","5,000원",7,11,13,17,18,29,43
2020,935,2020.10.31,13,"1,711,055,424원",120,"30,894,057원","2,933","1,263,992원","134,376","50,000원","2,118,071","5,000원",4,10,20,32,38,44,18
2020,934,2020.10.24,4,"5,765,772,844원",66,"58,240,130원","2,359","1,629,440원","116,726","50,000원","1,985,417","5,000원",1,3,30,33,36,39,12
2020,933,2020.10.17,8,"2,927,797,079원",63,"61,963,960원","2,215","1,762,407원","114,043","50,000원","1,962,088","5,000원",23,27,29,31,36,45,37
2020,932,2020.10.10,7,"3,390,022,983원",64,"61,797,294원","2,420","1,634,309원","120,969","50,000원","2,067,196","5,000원",1,6,15,36,37,38,5
2020,931,2020.10.03,8,"2,957,108,063원",54,"73,015,014원","2,596","1,518,803원","121,943","50,000원","2,041,653","5,000원",14,15,23,25,35,43,32
2020,930,2020.09.26,8,"2,832,418,829원",55,"68,664,699원","2,776","1,360,432원","128,480","50,000원","2,124,548","5,000원",8,21,25,38,39,44,28
2020,929,2020.09.19,16,"1,308,035,157원",91,"38,330,701원","3,028","1,151,947원","140,880","50,000원","2,244,712","5,000원",7,9,12,15,19,23,4
2020,928,2020.09.12,7,"3,134,591,358원",81,"45,148,436원","2,639","1,385,761원","121,873","50,000원","2,011,931","5,000원",3,4,10,20,28,44,30
2020,927,2020.09.05,6,"3,714,203,875원",63,"58,955,618원","2,331","1,593,396원","118,446","50,000원","1,979,589","5,000원",4,15,22,38,41,43,26
2020,926,2020.08.29,10,"2,032,490,663원",72,"47,048,395원","2,923","1,158,907원","133,167","50,000원","2,085,580","5,000원",10,16,18,20,25,31,6
2020,925,2020.08.22,12,"1,771,080,532원",68,"52,090,604원","2,335","1,516,986원","117,863","50,000원","1,944,019","5,000원",13,24,32,34,39,42,4
2020,924,2020.08.15,9,"2,382,430,667원",69,"51,791,972원","2,198","1,625,863원","113,214","50,000원","1,920,852","5,000원",3,11,34,42,43,44,13
2020,923,2020.08.08,8,"2,667,554,625원",56,"63,513,206원","2,376","1,496,945원","115,877","50,000원","1,937,187","5,000원",3,17,18,23,36,41,26
2020,922,2020.08.01,6,"3,417,904,500원",89,"38,403,422원","2,876","1,188,423원","136,052","50,000원","2,097,501","5,000원",2,6,13,17,27,43,36
2020,921,2020.07.25,17,"1,232,573,405원",72,"48,504,047원","2,682","1,302,123원","129,993","50,000원","2,101,238","5,000원",5,7,12,22,28,41,1
2020,920,2020.07.18,7,"3,120,260,197원",53,"68,684,973원","2,348","1,550,385원","117,181","50,000원","1,984,222","5,000원",2,3,26,33,34,43,29
2020,919,2020.07.11,5,"4,305,150,450원",56,"64,064,739원","2,541","1,411,896원","122,864","50,000원","2,052,965","5,000원",9,14,17,18,42,44,35
2020,918,2020.07.04,18,"1,117,622,646원",86,"38,986,837원","2,718","1,233,580원","137,216","50,000원","2,183,337","5,000원",7,11,12,31,33,38,5
2020,917,2020.06.27,10,"2,144,799,638원",47,"76,056,725원","2,260","1,581,711원","117,542","50,000원","2,000,201","5,000원",1,3,23,24,27,43,34
2020,916,2020.06.20,11,"2,025,384,341원",70,"53,045,781원","2,184","1,700,186원","111,426","50,000원","1,857,917","5,000원",6,21,22,32,35,36,17
2020,915,2020.06.13,6,"3,518,640,500원",63,"55,851,437원","2,436","1,444,434원","119,025","50,000원","1,966,167","5,000원",2,6,11,13,22,37,14
2020,914,2020.06.06,11,"1,950,005,557원",55,"65,000,186원","2,585","1,382,983원","122,904","50,000원","2,006,794","5,000원",16,19,24,33,42,44,27
2020,913,2020.05.30,16,"1,338,755,602원",66,"54,091,136원","2,467","1,447,108원","122,530","50,000원","1,996,371","5,000원",6,14,16,21,27,37,40
2020,912,2020.05.23,14,"1,493,500,581원",70,"49,783,353원","2,547","1,368,212원","125,332","50,000원","2,030,860","5,000원",5,8,18,21,22,38,10
2020,911,2020.05.16,10,"2,113,538,625원",58,"60,733,869원","2,571","1,370,115원","123,236","50,000원","2,064,778","5,000원",4,5,12,14,32,42,35
2020,910,2020.05.09,21,"941,316,375원",72,"45,758,435원","2,694","1,222,943원","128,516","50,000원","2,074,354","5,000원",1,11,17,27,35,39,31
2020,909,2020.05.02,11,"2,021,062,875원",63,"58,814,000원","2,316","1,599,863원","111,558","50,000원","1,910,295","5,000원",7,24,29,30,34,35,33
2020,908,2020.04.25,8,"2,834,856,141원",57,"66,312,425원","2,161","1,749,102원","108,610","50,000원","1,858,567","5,000원",3,16,21,22,23,44,30
2020,907,2020.04.18,7,"3,165,059,036원",67,"55,112,969원","2,300","1,605,465원","112,189","50,000원","1,903,128","5,000원",21,27,29,38,40,44,37
2020,906,2020.04.11,9,"2,472,607,250원",63,"58,871,602원","2,369","1,565,602원","117,171","50,000원","1,988,860","5,000원",2,5,14,28,31,32,20
2020,905,2020.04.04,7,"3,017,862,536원",77,"45,725,190원","2,643","1,332,138원","129,133","50,000원","2,111,090","5,000원",3,4,16,27,38,40,20
2020,904,2020.03.28,8,"2,718,077,813원",92,"39,392,433원","2,337","1,550,751원","115,626","50,000원","1,938,996","5,000원",2,6,8,26,43,45,11
2020,903,2020.03.21,13,"1,684,582,212원",49,"74,488,330원","2,316","1,575,963원","111,981","50,000원","1,902,821","5,000원",2,15,16,21,22,28,45
2020,902,2020.03.14,13,"1,619,317,529원",67,"52,365,990원","2,372","1,479,141원","119,126","50,000원","1,945,304","5,000원",7,19,23,24,36,39,30
2020,901,2020.03.07,9,"2,267,974,667원",67,"50,775,553원","2,308","1,473,987원","114,451","50,000원","1,890,747","5,000원",5,18,20,23,30,34,21
2020,900,2020.02.29,6,"3,349,851,375원",51,"65,683,361원","2,385","1,404,550원","113,132","50,000원","1,872,855","5,000원",7,13,16,18,35,38,14
2020,899,2020.02.22,6,"3,359,356,063원",53,"63,384,077원","2,402","1,398,567원","121,900","50,000원","1,993,765","5,000원",8,19,20,21,33,39,37
2020,898,2020.02.15,8,"2,639,313,235원",56,"62,840,792원","3,240","1,086,138원","137,051","50,000원","2,005,739","5,000원",18,21,28,35,37,42,17
2020,897,2020.02.08,13,"1,619,922,520원",62,"56,610,196원","2,398","1,463,650원","121,076","50,000원","1,996,656","5,000원",6,7,12,22,26,36,29
2020,896,2020.02.01,7,"3,053,222,036원",46,"77,436,791원","2,586","1,377,453원","128,068","50,000원","2,066,172","5,000원",5,12,25,26,38,45,23
2020,895,2020.01.25,12,"1,928,079,219원",58,"66,485,491원","2,750","1,402,240원","134,059","50,000원","2,185,782","5,000원",16,26,31,38,39,41,23
2020,894,2020.01.18,9,"2,377,935,959원",56,"63,694,714원","2,331","1,530,204원","116,749","50,000원","1,971,982","5,000원",19,32,37,40,41,43,45
2020,893,2020.01.11,9,"2,377,433,625원",58,"61,485,353원","2,113","1,687,720원","116,062","50,000원","1,899,696","5,000원",1,15,17,23,25,41,10
2020,892,2020.01.04,17,"1,282,017,464원",78,"46,569,011원","2,709","1,340,858원","134,155","50,000원","2,155,749","5,000원",4,9,17,18,26,42,36
2019,891,2019.12.28,7,"3,082,673,947원",77,"46,707,182원","2,443","1,472,147원","122,132","50,000원","1,998,623","5,000원",9,13,28,31,39,41,19
2019,890,2019.12.21,9,"2,335,486,167원",58,"60,400,505원","2,376","1,474,424원","114,859","50,000원","1,915,593","5,000원",1,4,14,18,29,37,6
2019,889,2019.12.14,10,"2,108,986,950원",60,"58,582,971원","2,338","1,503,413원","114,198","50,000원","1,907,477","5,000원",3,13,29,38,39,42,26
2019,888,2019.12.07,8,"2,370,359,204원",59,"53,567,440원","2,453","1,288,414원","123,025","50,000원","1,990,715","5,000원",3,7,12,31,34,38,32
2019,887,2019.11.30,8,"2,535,268,688원",66,"51,217,550원","2,388","1,415,561원","114,719","50,000원","1,885,924","5,000원",8,14,17,27,36,45,10
2019,886,2019.11.23,7,"2,974,643,786원",59,"58,820,640원","2,140","1,621,691원","109,766","50,000원","1,768,281","5,000원",19,23,28,37,42,45,2
2019,885,2019.11.16,13,"1,543,832,568원",56,"59,731,618원","2,279","1,467,737원","111,832","50,000원","1,869,359","5,000원",1,3,24,27,39,45,31
2019,884,2019.11.09,12,"1,799,077,282원",74,"48,623,711원","2,207","1,630,338원","108,076","50,000원","1,817,654","5,000원",4,14,23,28,37,45,17
2019,883,2019.11.02,15,"1,360,519,525원",65,"52,327,675원","2,538","1,340,150원","119,613","50,000원","1,924,209","5,000원",9,18,32,33,37,44,22
2019,882,2019.10.26,5,"4,127,270,400원",44,"78,168,000원","2,082","1,651,966원","109,226","50,000원","1,839,873","5,000원",18,34,39,43,44,45,23
2019,881,2019.10.19,8,"2,503,212,282원",67,"49,815,170원","2,189","1,524,722원","116,952","50,000원","1,939,849","5,000원",4,18,20,26,27,32,9
2019,880,2019.10.12,7,"2,837,810,465원",52,"63,668,825원","2,332","1,419,717원","114,994","50,000원","1,939,064","5,000원",7,17,19,23,24,45,38
2019,879,2019.10.05,6,"3,206,361,313원",77,"41,641,057원","2,594","1,236,069원","123,497","50,000원","1,952,277","5,000원",1,4,10,14,15,35,20
2019,878,2019.09.28,6,"3,207,993,500원",69,"46,492,660원","2,971","1,079,769원","129,139","50,000원","1,994,188","5,000원",2,6,11,16,25,31,3
2019,877,2019.09.21,12,"1,716,607,188원",75,"45,776,192원","2,167","1,584,317원","109,806","50,000원","1,867,270","5,000원",5,17,18,22,23,43,12
2019,876,2019.09.14,19,"1,090,657,856원",59,"58,538,134원","2,427","1,423,054원","112,619","50,000원","1,856,647","5,000원",5,16,21,26,34,42,24
2019,875,2019.09.07,14,"1,415,946,724원",33,"100,117,446원","2,278","1,450,341원","105,071","50,000원","1,726,617","5,000원",19,22,30,34,39,44,36
2019,874,2019.08.31,18,"1,117,123,917원",68,"49,284,879원","2,240","1,496,149원","110,655","50,000원","1,830,269","5,000원",1,15,19,23,28,42,32
2019,873,2019.08.24,10,"1,874,553,225원",68,"45,944,932원","2,375","1,315,476원","123,684","50,000원","2,001,910","5,000원",3,5,12,13,33,39,38
2019,872,2019.08.17,16,"1,262,705,579원",46,"73,200,324원","2,018","1,668,591원","99,681","50,000원","1,715,898","5,000원",2,4,30,32,33,43,29
2019,871,2019.08.10,7,"2,718,071,358원",61,"51,984,972원","2,231","1,421,374원","108,666","50,000원","1,792,357","5,000원",2,6,12,26,30,34,38
2019,870,2019.08.03,10,"1,928,842,988원",48,"66,973,715원","2,033","1,581,279원","102,000","50,000원","1,705,285","5,000원",21,25,30,32,40,42,31
2019,869,2019.07.27,10,"1,922,582,588원",56,"57,219,720원","2,210","1,449,912원","108,562","50,000원","1,814,332","5,000원",2,6,20,27,37,39,4
2019,868,2019.07.20,6,"3,233,804,250원",61,"53,013,185원","2,152","1,502,698원","109,133","50,000원","1,789,491","5,000원",12,17,28,41,43,44,25
2019,867,2019.07.13,5,"3,933,755,250원",57,"57,511,042원","2,175","1,507,186원","109,516","50,000원","1,820,552","5,000원",14,17,19,22,24,40,41
2019,866,2019.07.06,9,"2,240,409,000원",68,"49,420,787원","2,035","1,651,408원","104,919","50,000원","1,770,017","5,000원",9,15,29,34,37,39,12
2019,865,2019.06.29,13,"1,551,729,145원",52,"64,655,382원","2,076","1,619,499원","104,626","50,000원","1,749,234","5,000원",3,15,22,32,33,45,2
2019,864,2019.06.22,11,"1,716,553,637원",64,"49,172,110원","2,467","1,275,645원","122,913","50,000원","1,957,675","5,000원",3,7,10,13,25,36,32
2019,863,2019.06.15,7,"2,853,357,322원",64,"52,014,327원","2,042","1,630,224원","104,949","50,000원","1,753,097","5,000원",16,21,28,35,39,43,12
2019,862,2019.06.08,9,"2,190,922,709원",63,"52,164,827원","2,042","1,609,395원","104,765","50,000원","1,755,036","5,000원",10,34,38,40,42,43,32
2019,861,2019.06.01,4,"4,872,108,844원",65,"49,970,348원","2,256","1,439,749원","108,644","50,000원","1,819,899","5,000원",11,17,19,21,22,25,24
2019,860,2019.05.25,10,"1,879,899,825원",62,"50,534,942원","2,339","1,339,533원","128,867","50,000원","1,882,931","5,000원",4,8,18,25,27,32,42
2019,859,2019.05.18,11,"1,853,927,489원",51,"66,644,453원","1,895","1,793,598원","97,729","50,000원","1,678,945","5,000원",8,22,35,38,39,41,24
2019,858,2019.05.11,9,"2,202,347,459원",41,"80,573,688원","2,075","1,592,059원","106,176","50,000원","1,789,295","5,000원",9,13,32,38,39,43,23
2019,857,2019.05.04,15,"1,284,915,425원",62,"51,811,106원","2,367","1,357,114원","111,971","50,000원","1,833,940","5,000원",6,10,16,28,34,38,43
2019,856,2019.04.27,5,"3,977,927,550원",53,"62,546,031원","1,949","1,700,842원","104,537","50,000원","1,700,369","5,000원",10,24,40,41,43,44,17
2019,855,2019.04.20,9,"2,269,510,500원",61,"55,807,636원","2,022","1,683,614원","102,532","50,000원","1,765,328","5,000원",8,15,17,19,43,44,7
2019,854,2019.04.13,6,"3,421,706,750원",44,"77,766,063원","1,865","1,834,696원","99,152","50,000원","1,716,083","5,000원",20,25,31,32,36,43,3
2019,853,2019.04.06,7,"2,885,006,786원",90,"37,398,237원","2,018","1,667,910원","105,158","50,000원","1,787,511","5,000원",2,8,23,26,27,44,13
2019,852,2019.03.30,4,"4,801,543,407원",67,"47,776,552원","2,328","1,375,013원","114,850","50,000원","1,876,933","5,000원",11,17,28,30,33,35,9
2019,851,2019.03.23,8,"2,483,692,313원",70,"47,308,425원","2,101","1,576,197원","106,132","50,000원","1,750,048","5,000원",14,18,22,26,31,44,40
2019,850,2019.03.16,6,"3,377,587,875원",55,"61,410,689원","2,023","1,669,594원","101,591","50,000원","1,727,367","5,000원",16,20,24,28,36,39,5
2019,849,2019.03.09,17,"1,158,252,883원",56,"58,602,081원","2,682","1,223,608원","113,125","50,000원","1,851,371","5,000원",5,13,17,29,34,39,3
2019,848,2019.03.02,7,"3,011,580,858원",42,"83,655,024원","2,109","1,665,961원","103,845","50,000원","1,792,259","5,000원",1,2,16,22,38,39,34
2019,847,2019.02.23,8,"2,520,846,657원",40,"84,028,222원","2,443","1,375,821원","114,324","50,000원","1,857,205","5,000원",12,16,26,28,30,42,22
2019,846,2019.02.16,13,"1,596,884,395원",69,"50,143,713원","1,997","1,732,557원","106,009","50,000원","1,797,728","5,000원",5,18,30,41,43,45,13
2019,845,2019.02.09,11,"1,891,217,182원",56,"61,914,849원","2,038","1,701,292원","105,790","50,000원","1,782,933","5,000원",1,16,29,33,40,45,6
2019,844,2019.02.02,18,"1,162,963,542원",73,"47,793,023원","2,406","1,450,080원","120,078","50,000원","1,997,556","5,000원",7,8,13,15,33,45,18
2019,843,2019.01.26,5,"4,012,970,100원",52,"64,310,419원","2,002","1,670,401원","105,717","50,000원","1,777,953","5,000원",19,21,30,33,34,42,4
2019,842,2019.01.19,10,"2,035,475,025원",42,"80,772,819원","2,039","1,663,786원","103,190","50,000원","1,735,911","5,000원",14,26,32,36,39,42,38
2019,841,2019.01.12,17,"1,116,095,714원",88,"35,934,900원","2,490","1,269,989원","119,648","50,000원","1,901,965","5,000원",5,11,14,30,33,38,24
